#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime
OV|CCOL||LCE|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2015-06-08T17:00:00.0000|
OV|CCOL||LCQ|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2015-06-08T17:00:00.0000|
OV|CCOL||LHE|8.4075|-82.973396|89.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2015-06-08T17:00:00.0000|
OV|CCOL||LHN|8.4075|-82.973396|89.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2015-06-08T17:00:00.0000|
OV|CCOL||LHZ|8.4075|-82.973396|89.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2015-06-08T17:00:00.0000|
OV|CCOL||VCO|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VEA|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VEC|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VEP|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VKI|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VMU|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VMV|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VMW|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2015-06-08T17:00:00.0000|
OV|CCOL||VPB|8.4075|-82.973396|89.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2015-06-08T17:00:00.0000|
OV|CDITO||BHE|8.5732|-82.872704|118.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27192E8|0.2|M/S|20.0|2008-01-01T00:00:00.0000|
OV|CDITO||BHN|8.5732|-82.872704|118.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27192E8|0.2|M/S|20.0|2008-01-01T00:00:00.0000|
OV|CDITO||BHZ|8.5732|-82.872704|118.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27192E8|0.2|M/S|20.0|2008-01-01T00:00:00.0000|
OV|CDITO||HHE|8.5732|-82.872704|118.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27604E8|0.4|M/S|100.0|2008-01-01T00:00:00.0000|
OV|CDITO||HHN|8.5732|-82.872704|118.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27604E8|0.4|M/S|100.0|2008-01-01T00:00:00.0000|
OV|CDITO||HHZ|8.5732|-82.872704|118.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.27604E8|0.4|M/S|100.0|2008-01-01T00:00:00.0000|
OV|CDITO||HNE|8.5732|-82.872704|118.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea|427894.0|0.03|M/S**2|200.0|2008-01-01T00:00:00.0000|
OV|CDITO||HNN|8.5732|-82.872704|118.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea|427894.0|0.03|M/S**2|200.0|2008-01-01T00:00:00.0000|
OV|CDITO||HNZ|8.5732|-82.872704|118.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea|427894.0|0.03|M/S**2|200.0|2008-01-01T00:00:00.0000|
OV|CDITO||LCE|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2008-01-01T00:00:00.0000|
OV|CDITO||LCQ|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2008-01-01T00:00:00.0000|
OV|CDITO||LHE|8.5732|-82.872704|118.0|0.0|90.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.25202E8|0.03|M/S|1.0|2008-01-01T00:00:00.0000|
OV|CDITO||LHN|8.5732|-82.872704|118.0|0.0|0.0|0.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.25202E8|0.03|M/S|1.0|2008-01-01T00:00:00.0000|
OV|CDITO||LHZ|8.5732|-82.872704|118.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Be|6.25202E8|0.03|M/S|1.0|2008-01-01T00:00:00.0000|
OV|CDITO||VCO|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VEA|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VEC|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VEP|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VKI|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VMU|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VMV|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VMW|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2008-01-01T00:00:00.0000|
OV|CDITO||VPB|8.5732|-82.872704|118.0|0.0|0.0|0.0|Quanterra 330 Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2008-01-01T00:00:00.0000|
OV|CDM||BHE|9.5537|-83.763702|3494.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-08-09T00:00:00.0000|
OV|CDM||BHN|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-08-09T00:00:00.0000|
OV|CDM||BHZ|9.5537|-83.763702|3494.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-08-09T00:00:00.0000|
OV|CDM||HHE|9.5537|-83.763702|3494.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-08-09T00:00:00.0000|
OV|CDM||HHN|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-08-09T00:00:00.0000|
OV|CDM||HHZ|9.5537|-83.763702|3494.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-08-09T00:00:00.0000|
OV|CDM||HNE|9.5537|-83.763702|3494.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-08-09T00:00:00.0000|
OV|CDM||HNN|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-08-09T00:00:00.0000|
OV|CDM||HNZ|9.5537|-83.763702|3494.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-08-09T00:00:00.0000|
OV|CDM||LCE|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2010-08-09T00:00:00.0000|
OV|CDM||LCQ|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2010-08-09T00:00:00.0000|
OV|CDM||LHE|9.5537|-83.763702|3494.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-08-09T00:00:00.0000|
OV|CDM||LHN|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-08-09T00:00:00.0000|
OV|CDM||LHZ|9.5537|-83.763702|3494.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-08-09T00:00:00.0000|
OV|CDM||VCO|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VEA|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VEC|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VEP|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VKI|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VMU|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VMV|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VMW|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CDM||VPB|9.5537|-83.763702|3494.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2010-08-09T00:00:00.0000|
OV|COVE||BHE|10.7195|-84.401901|115.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-06-03T00:00:00.0000|
OV|COVE||BHN|10.7195|-84.401901|115.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-06-03T00:00:00.0000|
OV|COVE||BHZ|10.7195|-84.401901|115.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-06-03T00:00:00.0000|
OV|COVE||HHE|10.7195|-84.401901|115.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-06-03T00:00:00.0000|
OV|COVE||HHN|10.7195|-84.401901|115.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-06-03T00:00:00.0000|
OV|COVE||HHZ|10.7195|-84.401901|115.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-06-03T00:00:00.0000|
OV|COVE||HNE|10.7195|-84.401901|115.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-06-03T00:00:00.0000|
OV|COVE||HNN|10.7195|-84.401901|115.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-06-03T00:00:00.0000|
OV|COVE||HNZ|10.7195|-84.401901|115.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-06-03T00:00:00.0000|
OV|COVE||LCE|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2010-06-03T00:00:00.0000|
OV|COVE||LCQ|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2010-06-03T00:00:00.0000|
OV|COVE||LHE|10.7195|-84.401901|115.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-06-03T00:00:00.0000|
OV|COVE||LHN|10.7195|-84.401901|115.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-06-03T00:00:00.0000|
OV|COVE||LHZ|10.7195|-84.401901|115.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-06-03T00:00:00.0000|
OV|COVE||VCO|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VEA|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VEC|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VEP|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VKI|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VMU|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VMV|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VMW|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-06-03T00:00:00.0000|
OV|COVE||VPB|10.7195|-84.401901|115.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2010-06-03T00:00:00.0000|
OV|CPMI||BHE|10.2821|-84.3815|1718.4|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-08-09T00:00:00.0000|
OV|CPMI||BHN|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-08-09T00:00:00.0000|
OV|CPMI||BHZ|10.2821|-84.3815|1718.4|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-08-09T00:00:00.0000|
OV|CPMI||HHE|10.2821|-84.3815|1718.4|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-08-09T00:00:00.0000|
OV|CPMI||HHN|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-08-09T00:00:00.0000|
OV|CPMI||HHZ|10.2821|-84.3815|1718.4|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-08-09T00:00:00.0000|
OV|CPMI||HNE|10.2821|-84.3815|1718.4|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-08-09T00:00:00.0000|
OV|CPMI||HNN|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-08-09T00:00:00.0000|
OV|CPMI||HNZ|10.2821|-84.3815|1718.4|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-08-09T00:00:00.0000|
OV|CPMI||LCE|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2010-08-09T00:00:00.0000|
OV|CPMI||LCQ|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2010-08-09T00:00:00.0000|
OV|CPMI||LHE|10.2821|-84.3815|1718.4|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-08-09T00:00:00.0000|
OV|CPMI||LHN|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-08-09T00:00:00.0000|
OV|CPMI||LHZ|10.2821|-84.3815|1718.4|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2010-08-09T00:00:00.0000|
OV|CPMI||VCO|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VEA|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VEC|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VEP|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VKI|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VMU|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VMV|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VMW|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2010-08-09T00:00:00.0000|
OV|CPMI||VPB|10.2821|-84.3815|1718.4|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2010-08-09T00:00:00.0000|
OV|CRPO||HHE|10.1953|-84.226097|2471.0|0.0|90.0|0.0|trillium_compact_OBS_SIO/Taurus Infinite 40V|2.99113E8|0.4|M/S|100.0|2011-10-01T00:00:00.0000|
OV|CRPO||HHN|10.1953|-84.226097|2471.0|0.0|0.0|0.0|trillium_compact_OBS_SIO/Taurus Infinite 40V|2.99113E8|0.4|M/S|100.0|2011-10-01T00:00:00.0000|
OV|CRPO||HHZ|10.1953|-84.226097|2471.0|0.0|0.0|-90.0|trillium_compact_OBS_SIO/Taurus Infinite 40V|2.99113E8|0.4|M/S|100.0|2011-10-01T00:00:00.0000|
OV|CTCR||BHE|8.8906|-82.764|1518.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2016-03-04T00:00:00.0000|
OV|CTCR||BHN|8.8906|-82.764|1518.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2016-03-04T00:00:00.0000|
OV|CTCR||BHZ|8.8906|-82.764|1518.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2016-03-04T00:00:00.0000|
OV|CTCR||HHE|8.8906|-82.764|1518.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2016-03-04T18:22:00.0000|
OV|CTCR||HHN|8.8906|-82.764|1518.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2016-03-04T18:22:00.0000|
OV|CTCR||HHZ|8.8906|-82.764|1518.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2016-03-04T18:22:00.0000|
OV|CTCR||HNE|8.8906|-82.764|1518.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|1711580.0|0.03|M/S**2|200.0|2016-03-04T00:00:00.0000|
OV|CTCR||HNN|8.8906|-82.764|1518.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|1711580.0|0.03|M/S**2|200.0|2016-03-04T00:00:00.0000|
OV|CTCR||HNZ|8.8906|-82.764|1518.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|1711580.0|0.03|M/S**2|200.0|2016-03-04T00:00:00.0000|
OV|CTCR||LCE|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000000.0|0.0|S|1.0|2016-03-04T00:00:00.0000|
OV|CTCR||LCQ|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|PERCENT|1.0|2016-03-04T00:00:00.0000|
OV|CTCR||LHE|8.8906|-82.764|1518.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2016-03-04T00:00:00.0000|
OV|CTCR||LHN|8.8906|-82.764|1518.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2016-03-04T00:00:00.0000|
OV|CTCR||LHZ|8.8906|-82.764|1518.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95293E9|0.02|M/S|1.0|2016-03-04T00:00:00.0000|
OV|CTCR||VCO|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VEA|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VEC|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1000.0|0.0|A|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VEP|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|6.66667|0.0|V|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VKI|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|1.0|0.0|CELSIUS|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VMU|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VMV|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VMW|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|V|0.1|2016-03-04T00:00:00.0000|
OV|CTCR||VPB|8.8906|-82.764|1518.0|0.0|0.0|0.0|Quanterra 330HR Linear Phase Below 100 Composite|10.0|0.0|PERCENT|0.1|2016-03-04T00:00:00.0000|
OV|DUNO||BHE|10.0791|-85.493698|174.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-06-17T00:00:00.0000|
OV|DUNO||BHN|10.0791|-85.493698|174.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-06-17T00:00:00.0000|
OV|DUNO||BHZ|10.0791|-85.493698|174.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95491E9|0.1|M/S|20.0|2010-06-17T00:00:00.0000|
OV|DUNO||HHE|10.0791|-85.493698|174.0|0.0|90.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-06-17T00:00:00.0000|
OV|DUNO||HHN|10.0791|-85.493698|174.0|0.0|0.0|0.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-06-17T00:00:00.0000|
OV|DUNO||HHZ|10.0791|-85.493698|174.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|1.95524E9|0.3|M/S|100.0|2010-06-17T00:00:00.0000|
OV|DUNO||HNE|10.0791|-85.493698|174.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Quanterra 330HR Lin|427894.0|0.03|M/S**2|200.0|2010-06-17T00:00:00.0000|
